,Player,Pos,Team,Home/Away,Spread,REC,YDS,AVG,TD,LONG,Opponent,Player Rec Y/G,Player Rec Y/R,Player Catch / G,Player TD / G,Team TD/G,Team Points/G,Team Rush Avg.,Team RUSH TD/G,Team Rush Att/G,Team Rush Yards/G,Team Passing  Pct.,Team Passing Yards/Att,Team Passing TD / G,Team INT/G,Team Passing Att/G,Team Passing Yards/G,Team Total Yards/Play,Team Total Yards/G,Opp TD/G,Opp Points/G,Opp Rush Avg.,Opp Rush TD/ G,Opp Rush Att/G,Opp Rush Yards/G,Opp Passing Pct.,Opp Passing Yards/Att,Opp Passing Att/G,Opp Passing Yards/G,Opp Passing Comp / G,Opp Passing TDs /G,Opp INT / G,Opp Total Yards/Play,Opp Total Yards/G,Opp 3rd Down Conversion %,Opp Sacks/G,Opp Passes Defended/G
0,Zakhari Franklin,WR,Illinois,1,4.5,9,99,11.0,0,42,Kansas,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.083333333333333,26.0,4.47,0.8333333333333334,34.33,153.5,63.1,8.0,30.0,239.1,18.91666666666667,2.083333333333333,1.0,6.1,392.6,44.08,2.33,4.67
1,Pat Bryant,WR,Illinois,1,4.5,3,70,23.3,0,37,Kansas,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.083333333333333,26.0,4.47,0.8333333333333334,34.33,153.5,63.1,8.0,30.0,239.1,18.91666666666667,2.083333333333333,1.0,6.1,392.6,44.08,2.33,4.67
2,Tanner Arkin,TE,Illinois,1,4.5,1,16,16.0,0,16,Kansas,8.5,6.9,1.230769230769231,0.2307692307692308,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.083333333333333,26.0,4.47,0.8333333333333334,34.33,153.5,63.1,8.0,30.0,239.1,18.91666666666667,2.083333333333333,1.0,6.1,392.6,44.08,2.33,4.67
3,Kaden Feagin,RB,Illinois,1,4.5,1,9,9.0,0,9,Kansas,7.4,7.4,1.0,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.083333333333333,26.0,4.47,0.8333333333333334,34.33,153.5,63.1,8.0,30.0,239.1,18.91666666666667,2.083333333333333,1.0,6.1,392.6,44.08,2.33,4.67
4,Josh McCray,RB,Illinois,1,4.5,2,-2,-1.0,0,2,Kansas,8.9,8.9,1.0,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.083333333333333,26.0,4.47,0.8333333333333334,34.33,153.5,63.1,8.0,30.0,239.1,18.91666666666667,2.083333333333333,1.0,6.1,392.6,44.08,2.33,4.67
5,Pat Bryant,WR,Illinois,1,-17.5,7,102,14.6,2,31,Central Michigan,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.333333333333333,29.7,4.58,1.666666666666667,37.08,169.75,60.1,7.1,27.3,193.8,16.41666666666667,1.416666666666667,0.1666666666666667,5.64,363.6,33.75,2.58,3.5
6,Zakhari Franklin,WR,Illinois,1,-17.5,5,66,13.2,0,23,Central Michigan,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.333333333333333,29.7,4.58,1.666666666666667,37.08,169.75,60.1,7.1,27.3,193.8,16.41666666666667,1.416666666666667,0.1666666666666667,5.64,363.6,33.75,2.58,3.5
7,Collin Dixon,WR,Illinois,1,-17.5,2,36,18.0,0,33,Central Michigan,20.3,14.7,1.384615384615385,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.333333333333333,29.7,4.58,1.666666666666667,37.08,169.75,60.1,7.1,27.3,193.8,16.41666666666667,1.416666666666667,0.1666666666666667,5.64,363.6,33.75,2.58,3.5
8,Kaden Feagin,RB,Illinois,1,-17.5,2,16,8.0,0,12,Central Michigan,7.4,7.4,1.0,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.333333333333333,29.7,4.58,1.666666666666667,37.08,169.75,60.1,7.1,27.3,193.8,16.41666666666667,1.416666666666667,0.1666666666666667,5.64,363.6,33.75,2.58,3.5
9,Hank Beatty,WR,Illinois,1,-17.5,1,13,13.0,0,13,Central Michigan,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.333333333333333,29.7,4.58,1.666666666666667,37.08,169.75,60.1,7.1,27.3,193.8,16.41666666666667,1.416666666666667,0.1666666666666667,5.64,363.6,33.75,2.58,3.5
10,Ca'Lil Valentine,RB,Illinois,1,-17.5,1,6,6.0,0,6,Central Michigan,2.5,6.0,0.4166666666666667,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.333333333333333,29.7,4.58,1.666666666666667,37.08,169.75,60.1,7.1,27.3,193.8,16.41666666666667,1.416666666666667,0.1666666666666667,5.64,363.6,33.75,2.58,3.5
11,Pat Bryant,WR,Illinois,0,9.5,5,74,14.8,2,29,Nebraska,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
12,Zakhari Franklin,WR,Illinois,0,9.5,5,50,10.0,0,17,Nebraska,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
13,Tanner Arkin,TE,Illinois,0,9.5,4,28,7.0,1,12,Nebraska,8.5,6.9,1.230769230769231,0.2307692307692308,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
14,Collin Dixon,WR,Illinois,0,9.5,2,25,12.5,0,16,Nebraska,20.3,14.7,1.384615384615385,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
15,Malik Elzy,WR,Illinois,0,9.5,1,15,15.0,0,15,Nebraska,7.7,19.3,0.4,0.1,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
16,Hank Beatty,WR,Illinois,0,9.5,1,14,14.0,0,14,Nebraska,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
17,Josh McCray,RB,Illinois,0,9.5,1,6,6.0,0,6,Nebraska,8.9,8.9,1.0,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
18,Aidan Laughery,RB,Illinois,0,9.5,1,-3,-3.0,0,0,Nebraska,2.7,3.6,0.75,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
19,Zakhari Franklin,WR,Illinois,0,19.5,3,43,14.3,0,18,Penn State,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
20,Hank Beatty,WR,Illinois,0,19.5,2,39,19.5,0,21,Penn State,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
21,Pat Bryant,WR,Illinois,0,19.5,3,39,13.0,0,17,Penn State,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
22,Josh McCray,RB,Illinois,0,19.5,2,38,19.0,0,30,Penn State,8.9,8.9,1.0,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
23,Kaden Feagin,RB,Illinois,0,19.5,2,12,6.0,0,6,Penn State,7.4,7.4,1.0,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
24,Tanner Arkin,TE,Illinois,0,19.5,2,9,4.5,0,9,Penn State,8.5,6.9,1.230769230769231,0.2307692307692308,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
25,Carson Goda,TE,Illinois,0,19.5,1,4,4.0,1,4,Penn State,4.5,12.3,0.3636363636363636,0.09090909090909091,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
26,Ca'Lil Valentine,RB,Illinois,0,19.5,1,1,1.0,0,1,Penn State,2.5,6.0,0.4166666666666667,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
27,Pat Bryant,WR,Illinois,1,-21.5,4,104,26.0,1,32,Purdue,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
28,Collin Dixon,WR,Illinois,1,-21.5,2,69,34.5,0,41,Purdue,20.3,14.7,1.384615384615385,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
29,Zakhari Franklin,WR,Illinois,1,-21.5,4,60,15.0,1,27,Purdue,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
30,Hank Beatty,WR,Illinois,1,-21.5,3,53,17.7,0,28,Purdue,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
31,Josh McCray,RB,Illinois,1,-21.5,3,46,15.3,1,28,Purdue,8.9,8.9,1.0,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
32,Tanner Arkin,TE,Illinois,1,-21.5,2,25,12.5,0,15,Purdue,8.5,6.9,1.230769230769231,0.2307692307692308,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
33,Ca'Lil Valentine,RB,Illinois,1,-21.5,1,15,15.0,0,15,Purdue,2.5,6.0,0.4166666666666667,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
34,Aidan Laughery,RB,Illinois,1,-21.5,1,7,7.0,0,7,Purdue,2.7,3.6,0.75,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
35,Pat Bryant,WR,Illinois,1,5.5,4,32,8.0,0,12,Michigan,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
36,Zakhari Franklin,WR,Illinois,1,5.5,2,26,13.0,0,13,Michigan,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
37,Hank Beatty,WR,Illinois,1,5.5,1,11,11.0,0,11,Michigan,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
38,Collin Dixon,WR,Illinois,1,5.5,1,9,9.0,0,9,Michigan,20.3,14.7,1.384615384615385,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
39,Tanner Arkin,TE,Illinois,1,5.5,1,2,2.0,1,2,Michigan,8.5,6.9,1.230769230769231,0.2307692307692308,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
40,Zakhari Franklin,WR,Illinois,0,22.5,6,72,12.0,0,44,Oregon,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
41,Pat Bryant,WR,Illinois,0,22.5,3,26,8.7,0,17,Oregon,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
42,Collin Dixon,WR,Illinois,0,22.5,3,25,8.3,0,14,Oregon,20.3,14.7,1.384615384615385,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
43,Josh McCray,RB,Illinois,0,22.5,2,14,7.0,0,18,Oregon,8.9,8.9,1.0,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
44,Hank Beatty,WR,Illinois,0,22.5,1,12,12.0,0,12,Oregon,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
45,Tanner Arkin,TE,Illinois,0,22.5,1,6,6.0,0,6,Oregon,8.5,6.9,1.230769230769231,0.2307692307692308,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
46,Ca'Lil Valentine,RB,Illinois,0,22.5,1,6,6.0,0,6,Oregon,2.5,6.0,0.4166666666666667,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
47,Pat Bryant,WR,Illinois,1,2.5,5,72,14.4,0,25,Minnesota,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
48,Zakhari Franklin,WR,Illinois,1,2.5,5,71,14.2,1,21,Minnesota,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
49,Carson Goda,TE,Illinois,1,2.5,2,27,13.5,0,18,Minnesota,4.5,12.3,0.3636363636363636,0.09090909090909091,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
50,Hank Beatty,WR,Illinois,1,2.5,2,17,8.5,0,9,Minnesota,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
51,Aidan Laughery,RB,Illinois,1,2.5,2,14,7.0,0,10,Minnesota,2.7,3.6,0.75,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
52,Collin Dixon,WR,Illinois,1,2.5,2,13,6.5,0,9,Minnesota,20.3,14.7,1.384615384615385,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
53,Kenari Wilcher,WR,Illinois,1,2.5,2,12,6.0,0,7,Minnesota,2.3,7.5,0.3076923076923077,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
54,Pat Bryant,WR,Illinois,1,-1.5,4,135,33.8,1,57,Michigan State,82.0,18.2,4.5,0.8333333333333334,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.25,26.1,3.72,1.583333333333333,33.67,125.08,60.8,7.3,28.3,206.9,17.16666666666667,1.666666666666667,0.75,5.36,332.0,44.3,1.58,2.75
55,Zakhari Franklin,WR,Illinois,1,-1.5,7,44,6.3,1,15,Michigan State,50.2,11.9,4.230769230769231,0.3076923076923077,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.25,26.1,3.72,1.583333333333333,33.67,125.08,60.8,7.3,28.3,206.9,17.16666666666667,1.666666666666667,0.75,5.36,332.0,44.3,1.58,2.75
56,Tanner Arkin,TE,Illinois,1,-1.5,3,17,5.7,0,11,Michigan State,8.5,6.9,1.230769230769231,0.2307692307692308,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.25,26.1,3.72,1.583333333333333,33.67,125.08,60.8,7.3,28.3,206.9,17.16666666666667,1.666666666666667,0.75,5.36,332.0,44.3,1.58,2.75
57,Hank Beatty,WR,Illinois,1,-1.5,1,12,12.0,0,12,Michigan State,22.6,14.7,1.538461538461539,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.25,26.1,3.72,1.583333333333333,33.67,125.08,60.8,7.3,28.3,206.9,17.16666666666667,1.666666666666667,0.75,5.36,332.0,44.3,1.58,2.75
58,Josh McCray,RB,Illinois,1,-1.5,1,6,6.0,0,6,Michigan State,8.9,8.9,1.0,0.07692307692307693,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.25,26.1,3.72,1.583333333333333,33.67,125.08,60.8,7.3,28.3,206.9,17.16666666666667,1.666666666666667,0.75,5.36,332.0,44.3,1.58,2.75
59,Ca'Lil Valentine,RB,Illinois,1,-1.5,1,2,2.0,0,2,Michigan State,2.5,6.0,0.4166666666666667,0.0,3.461538461538462,28.3,4.42,1.692307692307692,34.77,153.62,60.3,7.8,1.692307692307692,0.4615384615384616,27.2,211.2,5.89,364.8,3.25,26.1,3.72,1.583333333333333,33.67,125.08,60.8,7.3,28.3,206.9,17.16666666666667,1.666666666666667,0.75,5.36,332.0,44.3,1.58,2.75
