,Player,Pos,Team,Home/Away,Spread,CAR,YDS,AVG,TD,LONG,Opponent,ATT / G,Rush Y/A,Rush Y/G,TD / G,Team TD/G,Team Points/G,Team Rush Avg.,Team RUSH TD/G,Team Rush Att/G,Team Rush Yards/G,Team Passing  Pct.,Team Passing Yards/Att,Team Passing TD / G,Team INT/G,Team Passing Att/G,Team Passing Yards/G,Team Total Yards/Play,Team Total Yards/G,Opp TD/G,Opp Points/G,Opp Rush Avg.,Opp Rush TD/ G,Opp Rush Att/G,Opp Rush Yards/G,Opp Passing Pct.,Opp Passing Yards/Att,Opp Passing Att/G,Opp Passing Yards/G,Opp Passing Comp / G,Opp Passing TDs /G,Opp INT / G,Opp Total Yards/Play,Opp Total Yards/G,Opp 3rd Down Conversion %,Opp Sacks/G,Opp Passes Defended/G
247,Quinshon Judkins,RB,Ohio State,1,-25.5,10,29,2.9,0,7,Nebraska,12.125,5.5,66.3,0.875,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
248,TreVeyon Henderson,RB,Ohio State,1,-25.5,10,25,2.5,0,15,Nebraska,9.0,7.1,63.5,0.625,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
249,Quinshon Judkins,RB,Ohio State,0,-3.5,14,95,6.8,0,22,Penn State,12.125,5.5,66.3,0.875,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
250,TreVeyon Henderson,RB,Ohio State,0,-3.5,10,54,5.4,0,16,Penn State,9.0,7.1,63.5,0.625,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
251,TreVeyon Henderson,RB,Ohio State,1,-37.5,6,85,14.2,1,29,Purdue,9.0,7.1,63.5,0.625,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
252,Quinshon Judkins,RB,Ohio State,1,-37.5,11,32,2.9,0,15,Purdue,12.125,5.5,66.3,0.875,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
253,James Peoples,RB,Ohio State,1,-37.5,3,12,4.0,0,10,Purdue,6.125,4.0,24.6,0.25,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
254,Sam Williams-Dixon,RB,Ohio State,1,-37.5,3,9,3.0,0,4,Purdue,1.75,7.6,13.3,0.0,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
255,Quinshon Judkins,RB,Ohio State,0,-29.5,15,76,5.1,2,17,Northwestern,12.125,5.5,66.3,0.875,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
256,TreVeyon Henderson,RB,Ohio State,0,-29.5,11,74,6.7,0,19,Northwestern,9.0,7.1,63.5,0.625,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
257,James Peoples,RB,Ohio State,0,-29.5,4,26,6.5,0,18,Northwestern,6.125,4.0,24.6,0.25,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
258,TreVeyon Henderson,RB,Ohio State,1,-10.5,9,68,7.6,1,39,Indiana,9.0,7.1,63.5,0.625,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
259,Quinshon Judkins,RB,Ohio State,1,-10.5,14,36,2.6,0,8,Indiana,12.125,5.5,66.3,0.875,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
260,Quinshon Judkins,RB,Ohio State,1,-20.5,12,46,3.8,0,17,Michigan,12.125,5.5,66.3,0.875,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
261,TreVeyon Henderson,RB,Ohio State,1,-20.5,10,21,2.1,0,5,Michigan,9.0,7.1,63.5,0.625,4.75,35.7,4.99,2.125,33.38,166.38,71.4,9.2,2.3125,0.625,28.4,263.0,6.95,429.4,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
262,Jordan James,RB,Oregon,1,-17.5,17,102,6.0,0,12,Boise State,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.928571428571428,22.6,3.78,1.071428571428571,32.36,122.29,60.5,7.5,32.2,241.4,19.5,1.714285714285714,0.5,5.63,363.7,38.16,3.93,3.71
263,Noah Whittington,RB,Oregon,1,-17.5,6,21,3.5,0,8,Boise State,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.928571428571428,22.6,3.78,1.071428571428571,32.36,122.29,60.5,7.5,32.2,241.4,19.5,1.714285714285714,0.5,5.63,363.7,38.16,3.93,3.71
264,Jayden Limar,RB,Oregon,1,-17.5,1,2,2.0,0,2,Boise State,1.785714285714286,2.8,5.1,0.0,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.928571428571428,22.6,3.78,1.071428571428571,32.36,122.29,60.5,7.5,32.2,241.4,19.5,1.714285714285714,0.5,5.63,363.7,38.16,3.93,3.71
265,Jordan James,RB,Oregon,0,-20.5,12,86,7.2,2,14,Oregon State,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.666666666666667,29.9,5.32,2.166666666666667,34.92,185.83,59.9,8.1,26.4,214.1,15.83333333333333,1.25,0.4166666666666667,6.52,399.9,45.04,0.58,3.58
266,Noah Whittington,RB,Oregon,0,-20.5,7,64,9.1,1,27,Oregon State,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.666666666666667,29.9,5.32,2.166666666666667,34.92,185.83,59.9,8.1,26.4,214.1,15.83333333333333,1.25,0.4166666666666667,6.52,399.9,45.04,0.58,3.58
267,Jayden Limar,RB,Oregon,0,-20.5,2,7,3.5,0,5,Oregon State,1.785714285714286,2.8,5.1,0.0,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.666666666666667,29.9,5.32,2.166666666666667,34.92,185.83,59.9,8.1,26.4,214.1,15.83333333333333,1.25,0.4166666666666667,6.52,399.9,45.04,0.58,3.58
268,Jay Harris,RB,Oregon,0,-20.5,3,3,1.0,0,5,Oregon State,2.5,3.5,8.8,0.25,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.666666666666667,29.9,5.32,2.166666666666667,34.92,185.83,59.9,8.1,26.4,214.1,15.83333333333333,1.25,0.4166666666666667,6.52,399.9,45.04,0.58,3.58
269,Jordan James,RB,Oregon,0,-23.5,20,103,5.2,1,16,UCLA,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
270,Noah Whittington,RB,Oregon,0,-23.5,8,21,2.6,0,7,UCLA,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
271,Jayden Limar,RB,Oregon,0,-23.5,3,9,3.0,0,5,UCLA,1.785714285714286,2.8,5.1,0.0,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
272,Jordan James,RB,Oregon,0,-29.5,10,50,5.0,2,10,Purdue,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
273,Noah Whittington,RB,Oregon,0,-29.5,9,42,4.7,0,20,Purdue,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
274,Jay Harris,RB,Oregon,0,-29.5,7,32,4.6,1,12,Purdue,2.5,3.5,8.8,0.25,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
275,Jayden Limar,RB,Oregon,0,-29.5,3,20,6.7,0,11,Purdue,1.785714285714286,2.8,5.1,0.0,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
276,Jordan James,RB,Oregon,1,-22.5,15,83,5.5,0,12,Illinois,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
277,Noah Whittington,RB,Oregon,1,-22.5,7,56,8.0,1,18,Illinois,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
278,Da'Jaun Riggs,RB,Oregon,1,-22.5,5,44,8.8,0,24,Illinois,5.5,7.5,41.0,0.5,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
279,Jayden Limar,RB,Oregon,1,-22.5,7,24,3.4,0,8,Illinois,1.785714285714286,2.8,5.1,0.0,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
280,Jordan James,RB,Oregon,0,-14.5,23,117,5.1,1,22,Michigan,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
281,Noah Whittington,RB,Oregon,0,-14.5,11,36,3.3,2,6,Michigan,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
282,Noah Whittington,RB,Oregon,1,-24.0,13,77,5.9,0,28,Maryland,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
283,Jordan James,RB,Oregon,1,-24.0,7,29,4.1,1,10,Maryland,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
284,Jayden Limar,RB,Oregon,1,-24.0,6,10,1.7,0,6,Maryland,1.785714285714286,2.8,5.1,0.0,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
285,Jordan James,RB,Oregon,0,-13.5,25,121,4.8,1,14,Wisconsin,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
286,Noah Whittington,RB,Oregon,0,-13.5,3,5,1.7,0,2,Wisconsin,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
287,Jordan James,RB,Oregon,1,-17.5,15,99,6.6,2,16,Washington,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
288,Noah Whittington,RB,Oregon,1,-17.5,9,67,7.4,1,20,Washington,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
289,Da'Jaun Riggs,RB,Oregon,1,-17.5,6,38,6.3,1,16,Washington,5.5,7.5,41.0,0.5,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
290,Jordan James,RB,Oregon,2,-3.5,20,87,4.4,2,12,Penn State,16.64285714285714,5.4,90.5,1.071428571428571,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
291,Noah Whittington,RB,Oregon,2,-3.5,15,82,5.5,0,26,Penn State,8.428571428571429,4.6,38.6,0.4285714285714285,4.5,34.9,4.43,2.142857142857143,35.64,157.93,72.8,8.5,2.142857142857143,0.4285714285714285,32.9,279.5,6.39,437.4,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
292,Nicholas Singleton,RB,Penn State,0,-7.5,13,114,8.8,1,40,West Virginia,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,4.307692307692307,31.9,4.23,2.153846153846154,34.15,144.38,64.0,9.1,29.7,270.8,19.0,2.0,0.3846153846153846,6.5,415.2,49.36,1.54,2.62
293,Cam Wallace,RB,Penn State,0,-7.5,9,24,2.7,0,11,West Virginia,6.0,3.5,21.0,0.3333333333333333,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,4.307692307692307,31.9,4.23,2.153846153846154,34.15,144.38,64.0,9.1,29.7,270.8,19.0,2.0,0.3846153846153846,6.5,415.2,49.36,1.54,2.62
294,Kaytron Allen,RB,Penn State,0,-7.5,10,20,2.0,0,5,West Virginia,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,4.307692307692307,31.9,4.23,2.153846153846154,34.15,144.38,64.0,9.1,29.7,270.8,19.0,2.0,0.3846153846153846,6.5,415.2,49.36,1.54,2.62
295,Nicholas Singleton,RB,Penn State,1,-33.5,13,119,9.2,1,41,Bowling Green,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.538461538461538,21.6,4.28,1.076923076923077,34.08,145.92,57.8,6.5,28.5,185.4,16.46153846153846,1.307692307692308,0.9230769230769231,5.3,331.3,33.9,2.54,3.69
296,Kaytron Allen,RB,Penn State,1,-33.5,14,101,7.2,0,26,Bowling Green,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.538461538461538,21.6,4.28,1.076923076923077,34.08,145.92,57.8,6.5,28.5,185.4,16.46153846153846,1.307692307692308,0.9230769230769231,5.3,331.3,33.9,2.54,3.69
297,Nicholas Singleton,RB,Penn State,1,-51.5,11,81,7.4,0,18,Kent State,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,5.5,44.1,5.9,3.0,44.92,264.92,65.3,8.7,28.8,251.1,18.83333333333333,2.25,0.3333333333333333,7.0,516.0,47.85,1.5,2.92
298,Kaytron Allen,RB,Penn State,1,-51.5,11,66,6.0,0,13,Kent State,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,5.5,44.1,5.9,3.0,44.92,264.92,65.3,8.7,28.8,251.1,18.83333333333333,2.25,0.3333333333333333,7.0,516.0,47.85,1.5,2.92
299,Cam Wallace,RB,Penn State,1,-51.5,9,39,4.3,1,13,Kent State,6.0,3.5,21.0,0.3333333333333333,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,5.5,44.1,5.9,3.0,44.92,264.92,65.3,8.7,28.8,251.1,18.83333333333333,2.25,0.3333333333333333,7.0,516.0,47.85,1.5,2.92
300,Kaytron Allen,RB,Penn State,1,-19.5,18,102,5.7,1,14,Illinois,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
301,Nicholas Singleton,RB,Penn State,1,-19.5,16,94,5.9,1,14,Illinois,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
302,Kaytron Allen,RB,Penn State,1,-29.5,21,78,3.7,1,11,UCLA,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
303,Kaytron Allen,RB,Penn State,0,-3.5,16,56,3.5,1,8,USC,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
304,Nicholas Singleton,RB,Penn State,0,-3.5,10,26,2.6,0,10,USC,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
305,Kaytron Allen,RB,Penn State,0,-6.5,11,86,7.8,1,24,Wisconsin,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
306,Nicholas Singleton,RB,Penn State,0,-6.5,12,49,4.1,0,18,Wisconsin,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
307,Kaytron Allen,RB,Penn State,1,-13.5,20,98,4.9,1,17,Washington,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
308,Corey Smith,RB,Penn State,1,-13.5,5,95,19.0,0,78,Washington,5.5,6.9,38.0,0.0,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
309,Nicholas Singleton,RB,Penn State,1,-13.5,7,45,6.4,0,13,Washington,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
