,Player,Pos,Team,Home/Away,Spread,CAR,YDS,AVG,TD,LONG,Opponent,ATT / G,Rush Y/A,Rush Y/G,TD / G,Team TD/G,Team Points/G,Team Rush Avg.,Team RUSH TD/G,Team Rush Att/G,Team Rush Yards/G,Team Passing  Pct.,Team Passing Yards/Att,Team Passing TD / G,Team INT/G,Team Passing Att/G,Team Passing Yards/G,Team Total Yards/Play,Team Total Yards/G,Opp TD/G,Opp Points/G,Opp Rush Avg.,Opp Rush TD/ G,Opp Rush Att/G,Opp Rush Yards/G,Opp Passing Pct.,Opp Passing Yards/Att,Opp Passing Att/G,Opp Passing Yards/G,Opp Passing Comp / G,Opp Passing TDs /G,Opp INT / G,Opp Total Yards/Play,Opp Total Yards/G,Opp 3rd Down Conversion %,Opp Sacks/G,Opp Passes Defended/G
310,Nicholas Singleton,RB,Penn State,0,-30.5,7,40,5.7,1,10,Purdue,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
311,Corey Smith,RB,Penn State,0,-30.5,8,37,4.6,0,13,Purdue,5.5,6.9,38.0,0.0,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
312,Kaytron Allen,RB,Penn State,0,-30.5,6,20,3.3,0,11,Purdue,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
313,Nicholas Singleton,RB,Penn State,0,-11.5,13,63,4.8,1,15,Minnesota,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
314,Kaytron Allen,RB,Penn State,0,-11.5,7,10,1.4,0,8,Minnesota,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
315,Nicholas Singleton,RB,Penn State,1,-26.5,13,87,6.7,2,18,Maryland,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
316,Kaytron Allen,RB,Penn State,1,-26.5,13,34,2.6,0,10,Maryland,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
317,Corey Smith,RB,Penn State,1,-26.5,5,14,2.8,0,12,Maryland,5.5,6.9,38.0,0.0,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
318,Kaytron Allen,RB,Penn State,2,3.5,14,124,8.9,1,32,Oregon,13.75,5.0,69.3,0.5,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
319,Nicholas Singleton,RB,Penn State,2,3.5,10,105,10.5,0,41,Oregon,11.46666666666667,6.4,73.3,0.8,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
320,Reggie Love III,RB,Purdue,1,7.5,10,61,6.1,0,11,Notre Dame,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.875,15.5,3.78,1.0,36.5,138.06,52.1,6.0,28.2,169.4,14.6875,0.875,1.1875,4.75,307.4,32.26,2.5,5.13
321,Devin Mockobee,RB,Purdue,1,7.5,9,19,2.1,0,4,Notre Dame,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.875,15.5,3.78,1.0,36.5,138.06,52.1,6.0,28.2,169.4,14.6875,0.875,1.1875,4.75,307.4,32.26,2.5,5.13
322,Devin Mockobee,RB,Purdue,0,1.5,16,168,10.5,1,63,Oregon State,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,3.666666666666667,29.9,5.32,2.166666666666667,34.92,185.83,59.9,8.1,26.4,214.1,15.83333333333333,1.25,0.4166666666666667,6.52,399.9,45.04,0.58,3.58
323,Reggie Love III,RB,Purdue,0,1.5,10,66,6.6,1,22,Oregon State,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,3.666666666666667,29.9,5.32,2.166666666666667,34.92,185.83,59.9,8.1,26.4,214.1,15.83333333333333,1.25,0.4166666666666667,6.52,399.9,45.04,0.58,3.58
324,Devin Mockobee,RB,Purdue,1,10.5,13,41,3.2,0,10,Nebraska,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
325,Reggie Love III,RB,Purdue,1,10.5,10,33,3.3,0,13,Nebraska,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
326,Devin Mockobee,RB,Purdue,0,11.5,11,45,4.1,0,12,Wisconsin,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
327,Jaheim Merriweather,RB,Purdue,0,11.5,1,35,35.0,0,35,Wisconsin,1.363636363636364,5.1,7.0,0.09090909090909091,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
328,Elijah Jackson,RB,Purdue,0,11.5,2,13,6.5,0,8,Wisconsin,0.5454545454545454,16.2,8.8,0.09090909090909091,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
329,Reggie Love III,RB,Purdue,0,11.5,4,12,3.0,0,6,Wisconsin,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
330,Devin Mockobee,RB,Purdue,0,21.5,11,102,9.3,1,34,Illinois,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
331,Reggie Love III,RB,Purdue,0,21.5,3,16,5.3,0,8,Illinois,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
332,Reggie Love III,RB,Purdue,1,29.5,11,93,8.5,0,16,Oregon,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
333,Devin Mockobee,RB,Purdue,1,29.5,10,46,4.6,0,20,Oregon,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
334,Jaheim Merriweather,RB,Purdue,1,29.5,3,5,1.7,0,7,Oregon,1.363636363636364,5.1,7.0,0.09090909090909091,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
335,Devin Mockobee,RB,Purdue,1,-3.5,10,29,2.9,1,8,Northwestern,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
336,Reggie Love III,RB,Purdue,1,-3.5,5,6,1.2,0,5,Northwestern,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
337,Devin Mockobee,RB,Purdue,1,30.5,11,40,3.6,0,17,Penn State,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
338,Jaheim Merriweather,RB,Purdue,1,30.5,2,16,8.0,0,18,Penn State,1.363636363636364,5.1,7.0,0.09090909090909091,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
339,Reggie Love III,RB,Purdue,1,30.5,6,12,2.0,0,5,Penn State,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
340,Antonio Harris,RB,Purdue,1,30.5,1,4,4.0,0,4,Penn State,0.1428571428571428,4.0,0.6,0.0,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
341,Elijah Jackson,RB,Purdue,1,30.5,1,1,1.0,0,1,Penn State,0.5454545454545454,16.2,8.8,0.09090909090909091,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
342,Devin Mockobee,RB,Purdue,0,14.5,9,14,1.6,1,8,Michigan,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
343,Reggie Love III,RB,Purdue,0,14.5,4,2,0.5,0,1,Michigan,7.545454545454546,4.5,33.8,0.1818181818181818,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
344,Devin Mockobee,RB,Purdue,0,28.5,14,21,1.5,0,11,Indiana,11.5,5.0,57.3,0.3333333333333333,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
345,Jaheim Merriweather,RB,Purdue,0,28.5,2,-2,-1.0,0,0,Indiana,1.363636363636364,5.1,7.0,0.09090909090909091,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
346,Kyle Monangai,RB,Rutgers,1,-24.5,27,208,7.7,3,62,Akron,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,4.166666666666667,32.0,4.62,1.916666666666667,39.67,183.33,64.4,8.1,28.6,231.1,18.41666666666667,2.0,0.25,6.07,414.4,38.65,1.5,3.67
347,Antwan Raymond,RB,Rutgers,1,-24.5,17,77,4.5,1,16,Akron,10.0,4.6,45.7,0.8,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,4.166666666666667,32.0,4.62,1.916666666666667,39.67,183.33,64.4,8.1,28.6,231.1,18.41666666666667,2.0,0.25,6.07,414.4,38.65,1.5,3.67
348,Kyle Monangai,RB,Rutgers,0,3.5,26,84,3.2,1,11,Virginia Tech,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.846153846153846,22.8,3.92,1.307692307692308,37.54,147.08,54.8,7.0,30.8,215.9,16.84615384615385,1.538461538461539,1.153846153846154,5.31,363.0,39.36,2.85,4.92
349,Samuel Brown V,RB,Rutgers,0,3.5,14,60,4.3,2,12,Virginia Tech,8.0,5.0,40.2,0.6,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.846153846153846,22.8,3.92,1.307692307692308,37.54,147.08,54.8,7.0,30.8,215.9,16.84615384615385,1.538461538461539,1.153846153846154,5.31,363.0,39.36,2.85,4.92
350,Kyle Monangai,RB,Rutgers,1,-1.5,25,132,5.3,1,40,Washington,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
351,Samuel Brown V,RB,Rutgers,1,-1.5,5,44,8.8,1,37,Washington,8.0,5.0,40.2,0.6,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
352,Kyle Monangai,RB,Rutgers,0,5.5,19,78,4.1,0,17,Nebraska,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
353,Samuel Brown V,RB,Rutgers,0,5.5,3,12,4.0,0,6,Nebraska,8.0,5.0,40.2,0.6,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
354,Kyle Monangai,RB,Rutgers,1,-1.5,19,72,3.8,1,13,Wisconsin,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
355,Samuel Brown V,RB,Rutgers,1,-1.5,4,17,4.3,0,6,Wisconsin,8.0,5.0,40.2,0.6,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
356,Antwan Raymond,RB,Rutgers,1,-1.5,4,11,2.8,0,5,Wisconsin,10.0,4.6,45.7,0.8,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
357,Kyle Monangai,RB,Rutgers,1,-4.5,19,106,5.6,3,30,UCLA,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
358,Antwan Raymond,RB,Rutgers,1,-4.5,1,6,6.0,0,6,UCLA,10.0,4.6,45.7,0.8,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
359,Kyle Monangai,RB,Rutgers,0,13.5,18,86,4.8,0,27,USC,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
360,Antwan Raymond,RB,Rutgers,0,13.5,15,36,2.4,1,8,USC,10.0,4.6,45.7,0.8,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
361,Antwan Raymond,RB,Rutgers,1,6.5,22,73,3.3,0,15,Minnesota,10.0,4.6,45.7,0.8,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
362,Ja'shon Benjamin,RB,Rutgers,1,6.5,11,66,6.0,0,20,Minnesota,4.75,5.3,25.0,0.25,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
363,Kyle Monangai,RB,Rutgers,0,4.5,25,97,3.9,2,16,Maryland,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
364,Antwan Raymond,RB,Rutgers,0,4.5,4,14,3.5,0,7,Maryland,10.0,4.6,45.7,0.8,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
365,Kyle Monangai,RB,Rutgers,1,-2.5,28,122,4.4,0,18,Illinois,23.27272727272727,5.0,116.3,1.181818181818182,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
366,Antwan Raymond,RB,Rutgers,1,-2.5,4,7,1.8,0,3,Illinois,10.0,4.6,45.7,0.8,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
367,Woody Marks,RB,USC,2,3.5,16,68,4.3,2,17,LSU,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.923076923076923,24.3,4.28,2.0,32.69,140.08,61.1,7.7,29.2,224.3,17.84615384615385,0.8461538461538461,0.4615384615384616,5.88,364.4,40.99,2.62,4.46
368,Quinten Joyner,RB,USC,2,3.5,4,12,3.0,0,5,LSU,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.923076923076923,24.3,4.28,2.0,32.69,140.08,61.1,7.7,29.2,224.3,17.84615384615385,0.8461538461538461,0.4615384615384616,5.88,364.4,40.99,2.62,4.46
369,Woody Marks,RB,USC,1,-30.5,13,103,7.9,1,33,Utah State,16.5,5.7,94.4,0.75,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,4.666666666666667,37.8,5.38,2.25,39.83,214.5,67.9,7.8,32.8,255.6,22.25,2.333333333333333,1.083333333333333,6.48,470.1,43.79,2.33,3.5
370,Quinten Joyner,RB,USC,1,-30.5,10,84,8.4,2,32,Utah State,5.25,7.6,39.8,0.25,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,4.666666666666667,37.8,5.38,2.25,39.83,214.5,67.9,7.8,32.8,255.6,22.25,2.333333333333333,1.083333333333333,6.48,470.1,43.79,2.33,3.5
371,Bryan Jackson,RB,USC,1,-30.5,7,34,4.9,0,12,Utah State,2.769230769230769,5.2,14.5,0.07692307692307693,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,4.666666666666667,37.8,5.38,2.25,39.83,214.5,67.9,7.8,32.8,255.6,22.25,2.333333333333333,1.083333333333333,6.48,470.1,43.79,2.33,3.5
