,Player,Pos,Team,Home/Away,Spread,Completions,Attempts,YDS,AVG,TD,INT,QBR,Opponent,Player Cmp%,Player TD%,Player Int%,Player YDS / ATT,Player ADJUSTED YDS / ATT,Player YDS / COMP,Player YDS / G,Player TD/G,Player INT / G,Player ATT / G,Player COMP / G,Team TD/G,Team Points/G,Team Rush Avg.,Team RUSH TD/G,Team Rush Att/G,Team Rush Yards/G,Team Passing  Pct.,Team Passing Yards/Att,Team Passing TD / G,Team INT/G,Team Passing Att/G,Team Passing Yards/G,Team Total Yards/Play,Team Total Yards/G,Opp TD/G,Opp Points/G,Opp Rush Avg.,Opp Rush TD/ G,Opp Rush Att/G,Opp Rush Yards/G,Opp Passing Pct.,Opp Passing Yards/Att,Opp Passing Att/G,Opp Passing Yards/G,Opp Passing Comp / G,Opp Passing TDs /G,Opp INT / G,Opp Total Yards/Play,Opp Total Yards/G,Opp 3rd Down Conversion %,Opp Sacks/G,Opp Passes Defended/G
104,Drew Allar,QB,Penn State,2,3.5,20,39,226,5.8,3,2,81.7,Oregon,66.5,6.1,2.0,8.4,8.75,12.7,207.9,1.5,0.5,24.625,16.375,4.3125,33.1,5.26,2.1875,38.44,202.31,66.8,8.3,1.875,0.625,27.3,227.9,6.54,430.2,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
105,Hudson Card,QB,Purdue,1,7.5,11,24,124,5.2,1,2,11.5,Notre Dame,58.1,3.6,2.8,6.6,6.07,11.4,164.1,0.9,0.7,24.8,14.4,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.875,15.5,3.78,1.0,36.5,138.06,52.1,6.0,28.2,169.4,14.6875,0.875,1.1875,4.75,307.4,32.26,2.5,5.13
106,Hudson Card,QB,Purdue,0,1.5,7,17,56,3.3,1,1,8.9,Oregon State,58.1,3.6,2.8,6.6,6.07,11.4,164.1,0.9,0.7,24.8,14.4,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,3.666666666666667,29.9,5.32,2.166666666666667,34.92,185.83,59.9,8.1,26.4,214.1,15.83333333333333,1.25,0.4166666666666667,6.52,399.9,45.04,0.58,3.58
107,Hudson Card,QB,Purdue,1,10.5,18,25,174,7.0,1,1,37.0,Nebraska,58.1,3.6,2.8,6.6,6.07,11.4,164.1,0.9,0.7,24.8,14.4,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
108,Hudson Card,QB,Purdue,0,11.5,11,21,111,5.3,0,0,46.5,Wisconsin,58.1,3.6,2.8,6.6,6.07,11.4,164.1,0.9,0.7,24.8,14.4,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
109,Ryan Browne,QB,Purdue,0,21.5,18,26,297,11.4,3,0,84.0,Illinois,56.6,5.3,2.6,7.0,6.87,12.4,66.5,0.5,0.25,9.5,5.375,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
110,Ryan Browne,QB,Purdue,1,29.5,9,19,93,4.9,0,1,20.3,Oregon,56.6,5.3,2.6,7.0,6.87,12.4,66.5,0.5,0.25,9.5,5.375,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
111,Hudson Card,QB,Purdue,1,-3.5,21,37,267,7.2,1,0,66.7,Northwestern,58.1,3.6,2.8,6.6,6.07,11.4,164.1,0.9,0.7,24.8,14.4,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
112,Hudson Card,QB,Purdue,1,30.5,11,20,151,7.6,0,0,55.4,Penn State,58.1,3.6,2.8,6.6,6.07,11.4,164.1,0.9,0.7,24.8,14.4,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
113,Hudson Card,QB,Purdue,0,28.5,6,13,35,2.7,0,1,8.2,Indiana,58.1,3.6,2.8,6.6,6.07,11.4,164.1,0.9,0.7,24.8,14.4,1.916666666666667,15.8,3.99,0.75,28.92,115.33,57.4,6.7,1.083333333333333,0.75,27.4,183.9,5.31,299.3,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
114,Athan Kaliakmanis,QB,Rutgers,1,-24.5,14,23,230,10.0,3,1,60.3,Akron,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,4.166666666666667,32.0,4.62,1.916666666666667,39.67,183.33,64.4,8.1,28.6,231.1,18.41666666666667,2.0,0.25,6.07,414.4,38.65,1.5,3.67
115,Athan Kaliakmanis,QB,Rutgers,0,3.5,16,25,269,10.8,0,0,84.3,Virginia Tech,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.846153846153846,22.8,3.92,1.307692307692308,37.54,147.08,54.8,7.0,30.8,215.9,16.84615384615385,1.538461538461539,1.153846153846154,5.31,363.0,39.36,2.85,4.92
116,Athan Kaliakmanis,QB,Rutgers,1,-1.5,14,24,115,4.8,1,0,77.5,Washington,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
117,Athan Kaliakmanis,QB,Rutgers,0,5.5,15,37,186,5.0,1,2,17.6,Nebraska,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
118,Athan Kaliakmanis,QB,Rutgers,1,-1.5,12,32,103,3.2,0,1,38.5,Wisconsin,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
119,Athan Kaliakmanis,QB,Rutgers,1,-4.5,18,30,287,9.6,0,1,72.4,UCLA,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
120,Athan Kaliakmanis,QB,Rutgers,0,13.5,27,47,313,6.7,1,0,63.2,USC,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
121,Athan Kaliakmanis,QB,Rutgers,1,6.5,17,33,240,7.3,3,1,74.1,Minnesota,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
122,Athan Kaliakmanis,QB,Rutgers,0,4.5,20,30,238,7.9,2,0,92.2,Maryland,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
123,Athan Kaliakmanis,QB,Rutgers,1,-2.5,18,36,174,4.8,2,0,76.9,Illinois,53.9,4.6,1.8,6.8,6.94,12.7,207.4,1.384615384615385,0.5384615384615384,30.38461538461538,16.38461538461538,3.615384615384615,28.9,4.41,2.153846153846154,39.77,175.31,53.9,6.8,1.384615384615385,0.5384615384615384,30.4,207.4,5.46,382.7,2.538461538461538,21.7,4.37,0.9230769230769231,33.92,148.38,59.0,6.6,34.2,224.8,20.15384615384615,1.461538461538461,0.9230769230769231,5.48,373.2,44.94,2.39,4.0
124,Miller Moss,QB,USC,2,3.5,27,36,378,10.5,1,0,82.9,LSU,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.923076923076923,24.3,4.28,2.0,32.69,140.08,61.1,7.7,29.2,224.3,17.84615384615385,0.8461538461538461,0.4615384615384616,5.88,364.4,40.99,2.62,4.46
125,Miller Moss,QB,USC,1,-30.5,21,30,229,7.6,1,0,61.4,Utah State,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,4.666666666666667,37.8,5.38,2.25,39.83,214.5,67.9,7.8,32.8,255.6,22.25,2.333333333333333,1.083333333333333,6.48,470.1,43.79,2.33,3.5
126,Jayden Maiava,QB,USC,1,-30.5,8,11,66,6.0,0,0,87.7,Utah State,59.8,6.5,3.6,7.1,6.81,11.9,171.6,1.571428571428571,0.8571428571428571,24.14285714285714,14.42857142857143,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,4.666666666666667,37.8,5.38,2.25,39.83,214.5,67.9,7.8,32.8,255.6,22.25,2.333333333333333,1.083333333333333,6.48,470.1,43.79,2.33,3.5
127,Miller Moss,QB,USC,0,-4.5,28,51,283,5.5,3,1,58.9,Michigan,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
128,Miller Moss,QB,USC,1,-13.5,30,45,308,6.8,3,1,82.2,Wisconsin,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.833333333333333,23.1,4.63,1.666666666666667,35.67,165.0,62.5,6.6,26.9,177.7,16.83333333333333,1.0,0.3333333333333333,5.48,342.7,39.24,1.42,3.42
129,Miller Moss,QB,USC,0,-9.5,23,38,200,5.3,1,2,71.5,Minnesota,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.923076923076923,16.9,3.5,1.076923076923077,31.31,109.62,59.0,6.1,28.7,176.1,16.92307692307692,0.8461538461538461,1.307692307692308,4.76,285.7,38.95,2.15,5.85
130,Miller Moss,QB,USC,1,3.5,20,34,220,6.5,2,1,80.6,Penn State,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
131,Miller Moss,QB,USC,0,-6.5,34,50,336,6.7,3,1,68.1,Maryland,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.666666666666667,30.4,3.84,1.583333333333333,35.58,136.75,62.5,7.5,32.0,241.3,20.0,1.833333333333333,0.75,5.59,378.1,40.12,1.17,2.75
132,Miller Moss,QB,USC,1,-13.5,20,28,308,11.0,2,0,94.0,Rutgers,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.384615384615385,25.4,5.21,2.0,31.23,162.77,60.0,7.0,32.8,231.1,19.69230769230769,1.384615384615385,0.6153846153846154,6.15,393.8,43.1,1.69,4.54
133,Miller Moss,QB,USC,0,-2.5,30,50,293,5.9,2,3,65.4,Washington,64.4,5.0,2.5,7.1,6.93,11.0,283.9,2.0,1.0,40.22222222222222,25.88888888888889,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.923076923076923,23.8,4.56,1.538461538461539,35.46,161.85,55.7,5.7,29.0,166.5,16.15384615384615,1.230769230769231,0.6153846153846154,5.09,328.4,43.82,1.54,4.46
134,Jayden Maiava,QB,USC,1,-6.5,25,35,259,7.4,3,1,80.3,Nebraska,59.8,6.5,3.6,7.1,6.81,11.9,171.6,1.571428571428571,0.8571428571428571,24.14285714285714,14.42857142857143,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,2.461538461538462,19.5,3.37,0.6153846153846154,30.0,101.23,63.9,7.4,29.2,216.7,18.61538461538462,1.769230769230769,0.8461538461538461,5.37,317.9,35.22,2.31,4.08
135,Jayden Maiava,QB,USC,0,-4.5,19,35,221,6.3,1,0,51.6,UCLA,59.8,6.5,3.6,7.1,6.81,11.9,171.6,1.571428571428571,0.8571428571428571,24.14285714285714,14.42857142857143,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
136,Jayden Maiava,QB,USC,1,6.5,27,49,360,7.3,3,2,76.0,Notre Dame,59.8,6.5,3.6,7.1,6.81,11.9,171.6,1.571428571428571,0.8571428571428571,24.14285714285714,14.42857142857143,3.846153846153846,30.2,5.16,1.538461538461539,28.15,145.31,62.7,7.1,2.230769230769231,1.153846153846154,41.1,291.9,6.32,437.2,1.875,15.5,3.78,1.0,36.5,138.06,52.1,6.0,28.2,169.4,14.6875,0.875,1.1875,4.75,307.4,32.26,2.5,5.13
137,Will Rogers,QB,Washington,1,-25.5,21,26,261,10.0,4,0,93.7,Eastern Michigan,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.583333333333333,27.9,4.48,1.583333333333333,36.33,162.83,63.8,8.6,25.8,220.9,16.41666666666667,1.833333333333333,0.4166666666666667,6.18,383.8,36.24,2.08,2.83
138,Will Rogers,QB,Washington,0,-8.5,23,31,314,10.1,1,0,50.0,Washington State,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.692307692307693,29.9,5.24,1.769230769230769,32.85,172.08,63.2,7.2,37.4,270.5,23.61538461538462,1.923076923076923,1.076923076923077,6.3,442.6,38.6,1.85,4.23
139,Will Rogers,QB,Washington,1,-10.0,20,28,223,8.0,2,0,69.6,Northwestern,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.166666666666667,26.3,4.0,1.833333333333333,32.5,129.92,62.7,7.1,32.6,231.8,20.41666666666667,1.25,0.8333333333333334,5.56,361.8,40.38,1.92,4.58
140,Will Rogers,QB,Washington,0,1.5,26,36,306,8.5,2,0,45.4,Rutgers,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.384615384615385,25.4,5.21,2.0,31.23,162.77,60.0,7.0,32.8,231.1,19.69230769230769,1.384615384615385,0.6153846153846154,6.15,393.8,43.1,1.69,4.54
141,Will Rogers,QB,Washington,1,-1.5,21,31,271,8.7,2,1,88.9,Michigan,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.230769230769231,19.9,3.06,0.7692307692307693,29.62,90.69,60.1,6.4,33.5,216.3,20.15384615384615,1.461538461538461,0.9230769230769231,4.86,307.0,41.4,2.77,5.0
142,Will Rogers,QB,Washington,0,2.5,22,34,195,5.7,1,1,56.6,Iowa,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.076923076923077,17.8,3.69,0.3076923076923077,31.23,115.31,61.9,6.3,32.3,203.1,20.0,1.538461538461539,1.230769230769231,5.01,318.4,36.42,2.23,4.54
143,Demond Williams Jr.,QB,Washington,0,2.5,12,16,71,4.4,1,0,99.1,Iowa,78.1,7.6,1.0,9.0,10.09,11.5,72.6,0.6153846153846154,0.07692307692307693,8.076923076923077,6.307692307692307,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.076923076923077,17.8,3.69,0.3076923076923077,31.23,115.31,61.9,6.3,32.3,203.1,20.0,1.538461538461539,1.230769230769231,5.01,318.4,36.42,2.23,4.54
144,Will Rogers,QB,Washington,0,5.5,19,26,202,7.8,0,2,20.6,Indiana,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.846153846153846,15.6,2.74,0.9230769230769231,29.31,80.23,62.5,5.8,30.5,176.1,19.07692307692308,0.8461538461538461,1.153846153846154,4.28,256.3,32.74,2.69,4.46
145,Will Rogers,QB,Washington,1,2.5,25,39,262,6.7,0,0,66.9,USC,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
146,Will Rogers,QB,Washington,0,13.5,10,13,59,4.5,0,1,50.7,Penn State,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
147,Demond Williams Jr.,QB,Washington,0,13.5,6,10,60,6.0,0,0,81.5,Penn State,78.1,7.6,1.0,9.0,10.09,11.5,72.6,0.6153846153846154,0.07692307692307693,8.076923076923077,6.307692307692307,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,1.75,16.5,3.05,0.625,33.38,101.88,60.0,6.5,29.7,192.9,17.8125,1.125,1.25,4.67,294.8,37.16,2.75,4.5
148,Will Rogers,QB,Washington,1,-5.5,13,21,115,5.5,1,2,35.3,UCLA,70.7,4.5,2.3,7.9,7.79,11.2,223.5,1.272727272727273,0.6363636363636364,28.27272727272727,20.0,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
149,Demond Williams Jr.,QB,Washington,1,-5.5,7,8,67,8.4,1,0,90.8,UCLA,78.1,7.6,1.0,9.0,10.09,11.5,72.6,0.6153846153846154,0.07692307692307693,8.076923076923077,6.307692307692307,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,3.0,25.3,3.34,1.416666666666667,28.75,96.17,65.5,7.1,34.3,244.7,22.41666666666667,1.583333333333333,0.8333333333333334,5.41,340.8,48.39,1.83,5.0
150,Demond Williams Jr.,QB,Washington,0,17.5,17,20,201,10.1,1,0,73.7,Oregon,78.1,7.6,1.0,9.0,10.09,11.5,72.6,0.6153846153846154,0.07692307692307693,8.076923076923077,6.307692307692307,2.769230769230769,23.4,3.96,1.076923076923077,32.54,128.77,72.4,8.2,1.692307692307692,0.6153846153846154,32.1,261.7,6.04,390.5,2.285714285714286,19.4,4.14,1.142857142857143,31.43,130.0,55.7,6.2,30.0,185.9,16.71428571428572,1.071428571428571,0.8571428571428571,5.14,315.9,33.7,2.86,5.36
151,Tyler Van Dyke,QB,Wisconsin,1,-24.5,21,36,192,5.3,0,0,43.4,Western Michigan,63.2,1.5,0.0,6.2,6.5,9.8,140.7,0.3333333333333333,0.0,22.66666666666667,14.33333333333333,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,4.0,31.3,5.0,2.153846153846154,38.46,192.46,61.3,8.4,26.5,222.6,16.23076923076923,1.538461538461539,0.6153846153846154,6.39,415.1,42.68,1.46,4.69
152,Braedyn Locke,QB,Wisconsin,1,15.5,13,26,125,4.8,1,0,47.1,Alabama,55.4,4.4,3.4,6.5,5.9,11.8,176.0,1.181818181818182,0.9090909090909091,26.90909090909091,14.90909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,1.923076923076923,17.4,3.68,0.7692307692307693,37.46,137.85,59.7,6.0,30.4,182.2,18.15384615384615,1.0,1.307692307692308,4.72,320.1,32.8,1.92,5.31
153,Braedyn Locke,QB,Wisconsin,0,13.5,13,26,180,6.9,1,1,28.1,USC,55.4,4.4,3.4,6.5,5.9,11.8,176.0,1.181818181818182,0.9090909090909091,26.90909090909091,14.90909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,2.923076923076923,24.1,4.54,1.461538461538461,31.08,141.23,67.7,7.0,33.6,235.8,22.76923076923077,1.153846153846154,0.9230769230769231,5.83,377.1,33.53,1.62,4.31
154,Braedyn Locke,QB,Wisconsin,1,-11.5,20,31,359,11.6,3,2,68.1,Purdue,55.4,4.4,3.4,6.5,5.9,11.8,176.0,1.181818181818182,0.9090909090909091,26.90909090909091,14.90909090909091,2.75,22.6,4.37,1.583333333333333,35.17,153.67,57.0,6.5,1.166666666666667,0.8333333333333334,30.4,196.7,5.34,350.3,5.333333333333333,39.9,5.08,2.75,39.33,200.0,65.9,9.2,27.6,252.7,18.16666666666667,2.25,0.3333333333333333,6.76,452.7,48.3,1.83,2.83
